flight_number,airline,origin,destination,date,day_of_week,month,scheduled_departure,actual_departure,delay_minutes,delay_category,delay_reason,distance,hour_of_day
FR8781,Frontier Airlines,BOS,ORD,2024-08-12,Monday,August,2024-08-12 15:15:00,2024-08-12 15:18:00,3,Minor Delay,Late Arrival,2133,15
UN6293,United Airlines,SEA,IAH,2024-12-05,Thursday,December,2024-12-05 18:45:00,2024-12-05 18:53:00,8,Minor Delay,Baggage Loading,1354,18
SP7909,Spirit Airlines,PHX,IAD,2024-10-22,Tuesday,October,2024-10-22 10:30:00,2024-10-22 10:38:00,8,Minor Delay,Baggage Loading,1659,10
AL7364,Alaska Airlines,IAD,MIA,2024-03-31,Sunday,March,2024-03-31 22:30:00,2024-03-31 22:32:00,2,Minor Delay,Late Arrival,2378,22
AL2385,Alaska Airlines,IAD,EWR,2024-03-15,Friday,March,2024-03-15 16:00:00,2024-03-15 20:56:00,296,Severe Delay,Crew Issue,626,16
DE5255,Delta Air Lines,IAD,EWR,2024-02-22,Thursday,February,2024-02-22 13:15:00,2024-02-22 16:41:00,206,Severe Delay,Weather,1509,13
SP4799,Spirit Airlines,IAD,EWR,2024-08-23,Friday,August,2024-08-23 13:00:00,2024-08-23 13:24:00,24,Moderate Delay,Weather,2907,13
AM9022,American Airlines,MCO,DTW,2024-07-30,Tuesday,July,2024-07-30 17:00:00,2024-07-30 19:24:00,144,Severe Delay,Crew Issue,1977,17
AM3007,American Airlines,BOS,SEA,2024-06-14,Friday,June,2024-06-14 13:45:00,2024-06-14 13:50:00,5,Minor Delay,Late Arrival,1425,13
SP3421,Spirit Airlines,SAN,LAS,2024-06-25,Tuesday,June,2024-06-25 19:15:00,2024-06-25 19:17:00,2,Minor Delay,Late Arrival,1672,19
JE5359,JetBlue Airways,SFO,DFW,2024-03-11,Monday,March,2024-03-11 10:30:00,2024-03-11 13:52:00,202,Severe Delay,Airport Congestion,2372,10
UN6693,United Airlines,MCO,PHL,2024-11-22,Friday,November,2024-11-22 14:15:00,2024-11-22 17:02:00,167,Severe Delay,Aircraft Issue,2100,14
SP1903,Spirit Airlines,SLC,MSP,2024-02-15,Thursday,February,2024-02-15 17:45:00,2024-02-15 22:36:00,291,Severe Delay,Airport Congestion,2575,17
JE7987,JetBlue Airways,EWR,CLT,2024-08-24,Saturday,August,2024-08-24 21:15:00,2024-08-24 21:20:00,5,Minor Delay,Air Traffic Control,1056,21
AL4672,Alaska Airlines,BOS,PHL,2024-12-16,Monday,December,2024-12-16 18:15:00,2024-12-16 18:21:00,6,Minor Delay,Air Traffic Control,2537,18
DE2639,Delta Air Lines,CLT,LGA,2024-04-06,Saturday,April,2024-04-06 21:00:00,2024-04-06 22:59:00,119,Severe Delay,Aircraft Issue,771,21
AM6518,American Airlines,CLT,JFK,2024-09-18,Wednesday,September,2024-09-18 08:30:00,2024-09-18 09:48:00,78,Severe Delay,Crew Issue,1324,8
AL4658,Alaska Airlines,DEN,PHL,2024-06-23,Sunday,June,2024-06-23 15:30:00,2024-06-23 15:37:00,7,Minor Delay,Late Arrival,1179,15
JE158,JetBlue Airways,DFW,PHX,2024-02-13,Tuesday,February,2024-02-13 10:15:00,2024-02-13 10:21:00,6,Minor Delay,Air Traffic Control,2268,10
SP7879,Spirit Airlines,MCO,IAH,2024-03-18,Monday,March,2024-03-18 16:00:00,2024-03-18 16:08:00,8,Minor Delay,Baggage Loading,2573,16
SP6002,Spirit Airlines,SFO,ORD,2024-10-06,Sunday,October,2024-10-06 12:45:00,2024-10-06 12:54:00,9,Minor Delay,Air Traffic Control,997,12
AL1077,Alaska Airlines,MSP,EWR,2024-03-16,Saturday,March,2024-03-16 07:45:00,2024-03-16 10:55:00,190,Severe Delay,Airport Congestion,1396,7
SO4983,Southwest Airlines,SFO,JFK,2024-11-16,Saturday,November,2024-11-16 04:15:00,2024-11-16 04:23:00,8,Minor Delay,Late Arrival,896,4
FR3001,Frontier Airlines,MSP,BWI,2024-07-04,Thursday,July,2024-07-04 18:30:00,2024-07-04 18:41:00,11,Minor Delay,Late Arrival,1074,18
SO1378,Southwest Airlines,JFK,MCO,2024-07-20,Saturday,July,2024-07-20 08:30:00,2024-07-20 08:41:00,11,Minor Delay,Air Traffic Control,2121,8
SP2594,Spirit Airlines,MSP,ATL,2024-03-21,Thursday,March,2024-03-21 08:15:00,2024-03-21 12:12:00,237,Severe Delay,Crew Issue,2693,8
JE8285,JetBlue Airways,MIA,LGA,2024-01-26,Friday,January,2024-01-26 05:00:00,2024-01-26 05:11:00,11,Minor Delay,Air Traffic Control,1240,5
SO666,Southwest Airlines,LAS,ORD,2024-11-29,Friday,November,2024-11-29 05:00:00,2024-11-29 05:13:00,13,Minor Delay,Air Traffic Control,1737,5
UN2454,United Airlines,MSP,PHX,2024-08-08,Thursday,August,2024-08-08 10:30:00,2024-08-08 10:34:00,4,Minor Delay,Baggage Loading,210,10
AL7533,Alaska Airlines,LGA,JFK,2024-09-30,Monday,September,2024-09-30 07:30:00,2024-09-30 07:34:00,4,Minor Delay,Air Traffic Control,2796,7
JE8735,JetBlue Airways,EWR,DEN,2024-01-01,Monday,January,2024-01-01 03:45:00,2024-01-01 04:45:00,60,Moderate Delay,Airport Congestion,1795,3
JE6962,JetBlue Airways,PHL,ATL,2024-01-04,Thursday,January,2024-01-04 16:45:00,2024-01-04 17:01:00,16,Moderate Delay,Air Traffic Control,1016,16
DE6321,Delta Air Lines,LAX,SEA,2024-09-18,Wednesday,September,2024-09-18 09:00:00,2024-09-18 09:05:00,5,Minor Delay,Late Arrival,2213,9
JE5333,JetBlue Airways,BOS,LAS,2024-10-06,Sunday,October,2024-10-06 19:15:00,2024-10-06 23:25:00,250,Severe Delay,Crew Issue,429,19
JE2604,JetBlue Airways,MCO,DTW,2024-03-31,Sunday,March,2024-03-31 15:30:00,2024-03-31 15:37:00,7,Minor Delay,Baggage Loading,257,15
DE1208,Delta Air Lines,BWI,ATL,2024-08-23,Friday,August,2024-08-23 16:15:00,2024-08-23 16:22:00,7,Minor Delay,Baggage Loading,298,16
SO518,Southwest Airlines,IAH,SLC,2024-03-27,Wednesday,March,2024-03-27 21:00:00,2024-03-28 01:12:00,252,Severe Delay,Airport Congestion,586,21
AL3933,Alaska Airlines,LAS,SAN,2024-05-09,Thursday,May,2024-05-09 07:00:00,2024-05-09 07:33:00,33,Moderate Delay,Weather,1243,7
AL5946,Alaska Airlines,PHX,DEN,2024-08-21,Wednesday,August,2024-08-21 07:15:00,2024-08-21 07:18:00,3,Minor Delay,Late Arrival,928,7
AM3047,American Airlines,MSP,SAN,2024-03-21,Thursday,March,2024-03-21 20:00:00,2024-03-21 20:03:00,3,Minor Delay,Late Arrival,941,20
AL2372,Alaska Airlines,ORD,BOS,2024-01-25,Thursday,January,2024-01-25 19:00:00,2024-01-25 19:08:00,8,Minor Delay,Air Traffic Control,1908,19
SP2823,Spirit Airlines,SEA,DFW,2024-11-06,Wednesday,November,2024-11-06 19:00:00,2024-11-06 19:07:00,7,Minor Delay,Air Traffic Control,756,19
DE3895,Delta Air Lines,LGA,MIA,2024-05-22,Wednesday,May,2024-05-22 08:15:00,2024-05-22 10:11:00,116,Severe Delay,Crew Issue,387,8
FR4205,Frontier Airlines,LGA,JFK,2024-03-27,Wednesday,March,2024-03-27 18:15:00,2024-03-27 18:17:00,2,Minor Delay,Late Arrival,1353,18
AM3900,American Airlines,BOS,SLC,2024-05-31,Friday,May,2024-05-31 11:30:00,2024-05-31 11:37:00,7,Minor Delay,Late Arrival,2624,11
UN9310,United Airlines,IAH,DTW,2024-05-16,Thursday,May,2024-05-16 01:15:00,2024-05-16 06:12:00,297,Severe Delay,Airport Congestion,2823,1
DE4810,Delta Air Lines,DTW,EWR,2024-05-10,Friday,May,2024-05-10 16:15:00,2024-05-10 16:23:00,8,Minor Delay,Air Traffic Control,2310,16
AM5550,American Airlines,DFW,MIA,2024-06-12,Wednesday,June,2024-06-12 21:45:00,2024-06-12 21:50:00,5,Minor Delay,Baggage Loading,2594,21
AL2031,Alaska Airlines,DTW,LAX,2024-01-15,Monday,January,2024-01-15 20:45:00,2024-01-15 20:52:00,7,Minor Delay,Air Traffic Control,443,20
AM8018,American Airlines,PHX,SEA,2024-11-10,Sunday,November,2024-11-10 08:15:00,2024-11-10 08:19:00,4,Minor Delay,Late Arrival,493,8
DE8036,Delta Air Lines,PHX,IAD,2024-08-29,Thursday,August,2024-08-29 00:15:00,2024-08-29 03:47:00,212,Severe Delay,Airport Congestion,2362,0
JE8782,JetBlue Airways,JFK,SEA,2024-12-13,Friday,December,2024-12-13 16:45:00,2024-12-13 21:20:00,275,Severe Delay,Crew Issue,1339,16
SP6733,Spirit Airlines,JFK,ATL,2024-11-02,Saturday,November,2024-11-02 12:15:00,2024-11-02 12:17:00,2,Minor Delay,Late Arrival,437,12
FR4414,Frontier Airlines,ORD,CLT,2024-05-29,Wednesday,May,2024-05-29 00:00:00,2024-05-29 00:05:00,5,Minor Delay,Air Traffic Control,1987,0
SO8309,Southwest Airlines,BWI,LAX,2024-09-21,Saturday,September,2024-09-21 10:15:00,2024-09-21 13:09:00,174,Severe Delay,Weather,1453,10
SO6080,Southwest Airlines,ORD,EWR,2024-04-20,Saturday,April,2024-04-20 01:45:00,2024-04-20 01:48:00,3,Minor Delay,Late Arrival,1545,1
FR6218,Frontier Airlines,LAX,IAD,2024-09-04,Wednesday,September,2024-09-04 20:45:00,2024-09-04 20:47:00,2,Minor Delay,Late Arrival,410,20
DE7101,Delta Air Lines,MCO,EWR,2024-04-21,Sunday,April,2024-04-21 13:00:00,2024-04-21 13:01:00,1,Minor Delay,Air Traffic Control,1271,13
DE4171,Delta Air Lines,SEA,LAS,2024-11-27,Wednesday,November,2024-11-27 13:30:00,2024-11-27 13:39:00,9,Minor Delay,Late Arrival,1142,13
SO287,Southwest Airlines,MCO,BWI,2024-11-09,Saturday,November,2024-11-09 18:30:00,2024-11-09 18:35:00,5,Minor Delay,Baggage Loading,755,18
SP784,Spirit Airlines,MSP,SLC,2024-12-23,Monday,December,2024-12-23 14:30:00,2024-12-23 14:47:00,17,Moderate Delay,Late Arrival,1169,14
AM1623,American Airlines,DEN,MIA,2024-05-28,Tuesday,May,2024-05-28 15:45:00,2024-05-28 18:50:00,185,Severe Delay,Airport Congestion,1547,15
FR3404,Frontier Airlines,SLC,BWI,2024-05-19,Sunday,May,2024-05-19 12:45:00,2024-05-19 12:51:00,6,Minor Delay,Late Arrival,2722,12
SP7617,Spirit Airlines,DTW,DEN,2024-01-21,Sunday,January,2024-01-21 15:30:00,2024-01-21 19:19:00,229,Severe Delay,Crew Issue,2555,15
FR3917,Frontier Airlines,LGA,JFK,2024-09-02,Monday,September,2024-09-02 06:00:00,2024-09-02 06:09:00,9,Minor Delay,Late Arrival,1227,6
AL7802,Alaska Airlines,MCO,EWR,2024-01-11,Thursday,January,2024-01-11 14:00:00,2024-01-11 18:55:00,295,Severe Delay,Weather,1401,14
FR5240,Frontier Airlines,EWR,BWI,2024-02-26,Monday,February,2024-02-26 16:15:00,2024-02-26 16:19:00,4,Minor Delay,Late Arrival,861,16
FR7537,Frontier Airlines,DEN,SAN,2024-02-23,Friday,February,2024-02-23 17:00:00,2024-02-23 17:08:00,8,Minor Delay,Late Arrival,2094,17
SO6820,Southwest Airlines,LAS,SEA,2024-04-02,Tuesday,April,2024-04-02 18:00:00,2024-04-02 18:01:00,1,Minor Delay,Late Arrival,1559,18
SP7460,Spirit Airlines,ORD,CLT,2024-08-13,Tuesday,August,2024-08-13 11:45:00,2024-08-13 11:50:00,5,Minor Delay,Late Arrival,473,11
UN9714,United Airlines,ORD,MCO,2024-10-10,Thursday,October,2024-10-10 19:30:00,2024-10-10 21:24:00,114,Severe Delay,Crew Issue,2565,19
DE6724,Delta Air Lines,ATL,SLC,2024-12-10,Tuesday,December,2024-12-10 14:00:00,2024-12-10 17:28:00,208,Severe Delay,Crew Issue,1706,14
FR3817,Frontier Airlines,DFW,IAD,2024-04-08,Monday,April,2024-04-08 18:15:00,2024-04-08 18:18:00,3,Minor Delay,Baggage Loading,1032,18
AL6136,Alaska Airlines,PHL,JFK,2024-03-04,Monday,March,2024-03-04 22:00:00,2024-03-04 22:15:00,15,Minor Delay,Air Traffic Control,1982,22
JE4282,JetBlue Airways,DTW,IAD,2024-11-14,Thursday,November,2024-11-14 21:00:00,2024-11-14 21:09:00,9,Minor Delay,Baggage Loading,209,21
AM4552,American Airlines,DFW,BOS,2024-01-03,Wednesday,January,2024-01-03 10:00:00,2024-01-03 10:14:00,14,Minor Delay,Air Traffic Control,408,10
JE761,JetBlue Airways,SFO,BWI,2024-08-04,Sunday,August,2024-08-04 13:45:00,2024-08-04 14:03:00,18,Moderate Delay,Airport Congestion,922,13
AL5105,Alaska Airlines,LAX,BOS,2024-10-14,Monday,October,2024-10-14 21:30:00,2024-10-14 21:35:00,5,Minor Delay,Late Arrival,2188,21
UN6241,United Airlines,ORD,SLC,2024-10-21,Monday,October,2024-10-21 20:45:00,2024-10-21 20:54:00,9,Minor Delay,Baggage Loading,1870,20
AL4619,Alaska Airlines,SFO,IAH,2024-11-19,Tuesday,November,2024-11-19 13:45:00,2024-11-19 16:19:00,154,Severe Delay,Airport Congestion,474,13
AL3172,Alaska Airlines,PHL,IAD,2024-01-31,Wednesday,January,2024-01-31 06:00:00,2024-01-31 10:43:00,283,Severe Delay,Airport Congestion,693,6
AL3295,Alaska Airlines,SAN,JFK,2024-10-12,Saturday,October,2024-10-12 00:00:00,2024-10-12 00:03:00,3,Minor Delay,Air Traffic Control,282,0
AM2685,American Airlines,IAH,EWR,2024-05-11,Saturday,May,2024-05-11 22:00:00,2024-05-11 22:10:00,10,Minor Delay,Air Traffic Control,1023,22
SP6601,Spirit Airlines,BOS,SFO,2024-02-20,Tuesday,February,2024-02-20 10:45:00,2024-02-20 11:15:00,30,Moderate Delay,Late Arrival,652,10
FR9531,Frontier Airlines,SAN,IAD,2024-03-20,Wednesday,March,2024-03-20 13:45:00,2024-03-20 13:57:00,12,Minor Delay,Late Arrival,1534,13
SP4943,Spirit Airlines,CLT,IAD,2024-01-05,Friday,January,2024-01-05 13:00:00,2024-01-05 13:10:00,10,Minor Delay,Air Traffic Control,2296,13
DE8080,Delta Air Lines,IAD,EWR,2024-10-07,Monday,October,2024-10-07 13:15:00,2024-10-07 15:10:00,115,Severe Delay,Airport Congestion,341,13
AL5211,Alaska Airlines,LAS,DEN,2024-03-14,Thursday,March,2024-03-14 11:15:00,2024-03-14 11:20:00,5,Minor Delay,Baggage Loading,2290,11
SP4568,Spirit Airlines,BOS,LAX,2024-06-07,Friday,June,2024-06-07 10:00:00,2024-06-07 13:46:00,226,Severe Delay,Airport Congestion,2298,10
AM3445,American Airlines,EWR,BWI,2024-03-21,Thursday,March,2024-03-21 01:00:00,2024-03-21 01:25:00,25,Moderate Delay,Air Traffic Control,334,1
UN6536,United Airlines,DEN,PHX,2024-12-05,Thursday,December,2024-12-05 08:45:00,2024-12-05 08:53:00,8,Minor Delay,Air Traffic Control,833,8
AM7177,American Airlines,JFK,BOS,2024-12-10,Tuesday,December,2024-12-10 12:30:00,2024-12-10 12:33:00,3,Minor Delay,Air Traffic Control,1528,12
UN4650,United Airlines,CLT,SLC,2024-04-29,Monday,April,2024-04-29 22:00:00,2024-04-29 22:12:00,12,Minor Delay,Baggage Loading,2515,22
SO5587,Southwest Airlines,LAS,IAD,2024-05-22,Wednesday,May,2024-05-22 07:45:00,2024-05-22 12:13:00,268,Severe Delay,Weather,1697,7
DE4028,Delta Air Lines,MSP,DFW,2024-10-10,Thursday,October,2024-10-10 21:45:00,2024-10-10 22:01:00,16,Moderate Delay,Weather,1115,21
FR9240,Frontier Airlines,BWI,DTW,2024-07-12,Friday,July,2024-07-12 11:30:00,2024-07-12 11:33:00,3,Minor Delay,Baggage Loading,746,11
DE5265,Delta Air Lines,ORD,ATL,2024-07-28,Sunday,July,2024-07-28 12:30:00,2024-07-28 12:36:00,6,Minor Delay,Baggage Loading,234,12
UN6219,United Airlines,DFW,PHL,2024-07-05,Friday,July,2024-07-05 11:45:00,2024-07-05 14:31:00,166,Severe Delay,Crew Issue,579,11
SO5730,Southwest Airlines,SLC,PHL,2024-03-05,Tuesday,March,2024-03-05 15:45:00,2024-03-05 15:47:00,2,Minor Delay,Baggage Loading,2499,15
UN6639,United Airlines,LAS,IAH,2024-07-22,Monday,July,2024-07-22 12:00:00,2024-07-22 12:18:00,18,Moderate Delay,Airport Congestion,1571,12
AL1130,Alaska Airlines,IAH,DEN,2024-12-06,Friday,December,2024-12-06 13:45:00,2024-12-06 13:52:00,7,Minor Delay,Baggage Loading,509,13
SO7876,Southwest Airlines,MSP,PHX,2024-10-26,Saturday,October,2024-10-26 15:15:00,2024-10-26 15:18:00,3,Minor Delay,Air Traffic Control,2060,15
JE4215,JetBlue Airways,SEA,DTW,2024-04-11,Thursday,April,2024-04-11 16:00:00,2024-04-11 16:16:00,16,Moderate Delay,Late Arrival,1933,16
UN1934,United Airlines,MCO,MIA,2024-12-18,Wednesday,December,2024-12-18 12:00:00,2024-12-18 12:08:00,8,Minor Delay,Late Arrival,1742,12
AL2536,Alaska Airlines,SAN,EWR,2024-02-09,Friday,February,2024-02-09 18:15:00,2024-02-09 18:29:00,14,Minor Delay,Air Traffic Control,722,18
JE7467,JetBlue Airways,DFW,SAN,2024-12-11,Wednesday,December,2024-12-11 14:00:00,2024-12-11 14:11:00,11,Minor Delay,Late Arrival,642,14
FR1284,Frontier Airlines,LGA,DTW,2024-03-26,Tuesday,March,2024-03-26 14:00:00,2024-03-26 16:38:00,158,Severe Delay,Aircraft Issue,2032,14
DE2324,Delta Air Lines,JFK,DTW,2024-06-03,Monday,June,2024-06-03 06:15:00,2024-06-03 06:18:00,3,Minor Delay,Air Traffic Control,2334,6
AL8537,Alaska Airlines,DTW,LGA,2024-01-10,Wednesday,January,2024-01-10 15:00:00,2024-01-10 15:05:00,5,Minor Delay,Late Arrival,2280,15
DE4487,Delta Air Lines,ATL,LAS,2024-01-22,Monday,January,2024-01-22 08:00:00,2024-01-22 08:04:00,4,Minor Delay,Air Traffic Control,2464,8
AM5655,American Airlines,JFK,IAD,2024-02-27,Tuesday,February,2024-02-27 08:45:00,2024-02-27 09:34:00,49,Moderate Delay,Airport Congestion,632,8
DE1692,Delta Air Lines,EWR,IAD,2024-04-30,Tuesday,April,2024-04-30 12:30:00,2024-04-30 12:32:00,2,Minor Delay,Air Traffic Control,2806,12
UN4861,United Airlines,EWR,BOS,2024-02-08,Thursday,February,2024-02-08 19:30:00,2024-02-08 19:31:00,1,Minor Delay,Air Traffic Control,810,19
AL9373,Alaska Airlines,MSP,MCO,2024-12-27,Friday,December,2024-12-27 11:15:00,2024-12-27 11:44:00,29,Moderate Delay,Air Traffic Control,2747,11
JE9681,JetBlue Airways,SAN,SEA,2024-09-17,Tuesday,September,2024-09-17 15:15:00,2024-09-17 15:25:00,10,Minor Delay,Late Arrival,808,15
SO3771,Southwest Airlines,DEN,MIA,2024-01-01,Monday,January,2024-01-01 17:30:00,2024-01-01 17:41:00,11,Minor Delay,Late Arrival,1649,17
DE6974,Delta Air Lines,JFK,IAH,2024-09-10,Tuesday,September,2024-09-10 13:00:00,2024-09-10 13:17:00,17,Moderate Delay,Air Traffic Control,2553,13
AL1039,Alaska Airlines,MIA,LAS,2024-11-15,Friday,November,2024-11-15 21:45:00,2024-11-15 21:50:00,5,Minor Delay,Air Traffic Control,1829,21
AL746,Alaska Airlines,MSP,JFK,2024-05-18,Saturday,May,2024-05-18 06:30:00,2024-05-18 06:32:00,2,Minor Delay,Air Traffic Control,720,6
AM7829,American Airlines,LAX,MIA,2024-04-25,Thursday,April,2024-04-25 20:45:00,2024-04-25 20:58:00,13,Minor Delay,Air Traffic Control,963,20
DE3664,Delta Air Lines,SLC,PHL,2024-07-30,Tuesday,July,2024-07-30 10:30:00,2024-07-30 10:32:00,2,Minor Delay,Baggage Loading,2428,10
DE8357,Delta Air Lines,IAD,ATL,2024-07-22,Monday,July,2024-07-22 16:15:00,2024-07-22 16:28:00,13,Minor Delay,Baggage Loading,348,16
SO6145,Southwest Airlines,PHX,SLC,2024-09-22,Sunday,September,2024-09-22 19:30:00,2024-09-23 00:02:00,272,Severe Delay,Crew Issue,2512,19
DE9758,Delta Air Lines,CLT,ATL,2024-10-06,Sunday,October,2024-10-06 12:45:00,2024-10-06 12:46:00,1,Minor Delay,Late Arrival,1003,12
AL9896,Alaska Airlines,EWR,LAX,2024-04-01,Monday,April,2024-04-01 21:45:00,2024-04-01 21:47:00,2,Minor Delay,Air Traffic Control,1183,21
SO1458,Southwest Airlines,CLT,MSP,2024-07-31,Wednesday,July,2024-07-31 10:30:00,2024-07-31 10:34:00,4,Minor Delay,Air Traffic Control,2710,10
AL5657,Alaska Airlines,BWI,BOS,2024-11-06,Wednesday,November,2024-11-06 19:00:00,2024-11-06 19:13:00,13,Minor Delay,Air Traffic Control,2305,19
DE7544,Delta Air Lines,BOS,DEN,2024-01-10,Wednesday,January,2024-01-10 16:00:00,2024-01-10 16:23:00,23,Moderate Delay,Air Traffic Control,1686,16
UN6433,United Airlines,SLC,PHL,2024-01-10,Wednesday,January,2024-01-10 09:45:00,2024-01-10 09:56:00,11,Minor Delay,Baggage Loading,2931,9
JE1664,JetBlue Airways,BWI,MIA,2024-04-19,Friday,April,2024-04-19 17:00:00,2024-04-19 17:05:00,5,Minor Delay,Air Traffic Control,962,17
DE8760,Delta Air Lines,EWR,SAN,2024-05-02,Thursday,May,2024-05-02 18:45:00,2024-05-02 19:40:00,55,Moderate Delay,Late Arrival,1928,18
FR4310,Frontier Airlines,BOS,MSP,2024-11-23,Saturday,November,2024-11-23 16:15:00,2024-11-23 17:34:00,79,Severe Delay,Weather,2911,16
JE125,JetBlue Airways,DTW,LAS,2024-02-01,Thursday,February,2024-02-01 13:15:00,2024-02-01 15:13:00,118,Severe Delay,Airport Congestion,273,13
FR7780,Frontier Airlines,SAN,BOS,2024-02-13,Tuesday,February,2024-02-13 18:30:00,2024-02-13 18:45:00,15,Minor Delay,Air Traffic Control,1357,18
UN5416,United Airlines,MCO,LGA,2024-03-13,Wednesday,March,2024-03-13 08:15:00,2024-03-13 08:16:00,1,Minor Delay,Air Traffic Control,1674,8
FR7489,Frontier Airlines,CLT,BOS,2024-09-09,Monday,September,2024-09-09 12:30:00,2024-09-09 12:33:00,3,Minor Delay,Baggage Loading,396,12
DE8638,Delta Air Lines,MSP,IAH,2024-03-25,Monday,March,2024-03-25 07:00:00,2024-03-25 09:54:00,174,Severe Delay,Crew Issue,1969,7
SO6300,Southwest Airlines,MCO,DTW,2024-01-18,Thursday,January,2024-01-18 08:45:00,2024-01-18 13:25:00,280,Severe Delay,Crew Issue,922,8
JE7671,JetBlue Airways,SEA,IAD,2024-01-09,Tuesday,January,2024-01-09 15:15:00,2024-01-09 15:23:00,8,Minor Delay,Late Arrival,2633,15
FR7879,Frontier Airlines,DFW,EWR,2024-06-08,Saturday,June,2024-06-08 15:15:00,2024-06-08 15:29:00,14,Minor Delay,Air Traffic Control,2355,15
SO2243,Southwest Airlines,BWI,SLC,2024-06-23,Sunday,June,2024-06-23 04:30:00,2024-06-23 04:37:00,7,Minor Delay,Air Traffic Control,1919,4
FR9800,Frontier Airlines,MIA,SFO,2024-12-30,Monday,December,2024-12-30 17:45:00,2024-12-30 17:51:00,6,Minor Delay,Late Arrival,2921,17
SP3626,Spirit Airlines,SAN,EWR,2024-02-04,Sunday,February,2024-02-04 17:00:00,2024-02-04 20:16:00,196,Severe Delay,Crew Issue,2810,17
UN1159,United Airlines,ORD,IAD,2024-06-16,Sunday,June,2024-06-16 14:45:00,2024-06-16 14:51:00,6,Minor Delay,Late Arrival,1560,14
AM1531,American Airlines,LGA,PHX,2024-11-18,Monday,November,2024-11-18 13:45:00,2024-11-18 14:02:00,17,Moderate Delay,Late Arrival,763,13
SO8376,Southwest Airlines,PHL,JFK,2024-07-24,Wednesday,July,2024-07-24 20:30:00,2024-07-24 20:34:00,4,Minor Delay,Late Arrival,2748,20
FR9442,Frontier Airlines,DEN,IAD,2024-09-09,Monday,September,2024-09-09 13:15:00,2024-09-09 14:54:00,99,Severe Delay,Weather,380,13
DE480,Delta Air Lines,ATL,LAX,2024-10-08,Tuesday,October,2024-10-08 17:15:00,2024-10-08 17:18:00,3,Minor Delay,Baggage Loading,2935,17
AM6573,American Airlines,CLT,IAH,2024-08-01,Thursday,August,2024-08-01 05:45:00,2024-08-01 05:51:00,6,Minor Delay,Baggage Loading,641,5
AM9357,American Airlines,SAN,JFK,2024-05-09,Thursday,May,2024-05-09 12:00:00,2024-05-09 12:19:00,19,Moderate Delay,Weather,206,12
JE5884,JetBlue Airways,MSP,IAD,2024-12-31,Tuesday,December,2024-12-31 13:15:00,2024-12-31 13:19:00,4,Minor Delay,Late Arrival,914,13
JE9752,JetBlue Airways,JFK,SFO,2024-09-04,Wednesday,September,2024-09-04 10:15:00,2024-09-04 10:21:00,6,Minor Delay,Late Arrival,1012,10
AL1983,Alaska Airlines,SFO,ORD,2024-01-23,Tuesday,January,2024-01-23 15:15:00,2024-01-23 16:17:00,62,Severe Delay,Aircraft Issue,2872,15
JE3469,JetBlue Airways,LAS,IAH,2024-04-21,Sunday,April,2024-04-21 08:45:00,2024-04-21 08:46:00,1,Minor Delay,Late Arrival,2032,8
FR8254,Frontier Airlines,SFO,MCO,2024-12-14,Saturday,December,2024-12-14 08:15:00,2024-12-14 08:21:00,6,Minor Delay,Baggage Loading,2379,8
AL887,Alaska Airlines,MCO,SAN,2024-09-03,Tuesday,September,2024-09-03 05:30:00,2024-09-03 09:44:00,254,Severe Delay,Weather,1251,5
FR7921,Frontier Airlines,DEN,SLC,2024-01-01,Monday,January,2024-01-01 20:15:00,2024-01-01 21:00:00,45,Moderate Delay,Late Arrival,549,20
AM7986,American Airlines,PHX,EWR,2024-12-04,Wednesday,December,2024-12-04 11:45:00,2024-12-04 11:54:00,9,Minor Delay,Baggage Loading,2938,11
FR2583,Frontier Airlines,IAD,DEN,2024-05-19,Sunday,May,2024-05-19 13:15:00,2024-05-19 13:17:00,2,Minor Delay,Air Traffic Control,1708,13
SP8299,Spirit Airlines,SLC,LAS,2024-07-18,Thursday,July,2024-07-18 18:00:00,2024-07-18 18:17:00,17,Moderate Delay,Air Traffic Control,1007,18
AL2465,Alaska Airlines,IAH,SEA,2024-07-17,Wednesday,July,2024-07-17 14:45:00,2024-07-17 14:54:00,9,Minor Delay,Baggage Loading,243,14
DE1007,Delta Air Lines,SLC,BOS,2024-08-30,Friday,August,2024-08-30 07:15:00,2024-08-30 07:20:00,5,Minor Delay,Baggage Loading,2089,7
JE6902,JetBlue Airways,IAD,SLC,2024-07-16,Tuesday,July,2024-07-16 22:00:00,2024-07-16 22:09:00,9,Minor Delay,Baggage Loading,561,22
SO6733,Southwest Airlines,SLC,LAS,2024-05-13,Monday,May,2024-05-13 06:45:00,2024-05-13 06:56:00,11,Minor Delay,Baggage Loading,1567,6
JE4288,JetBlue Airways,LAS,LGA,2024-07-20,Saturday,July,2024-07-20 19:00:00,2024-07-20 19:01:00,1,Minor Delay,Air Traffic Control,2778,19
AL6542,Alaska Airlines,JFK,MCO,2024-11-05,Tuesday,November,2024-11-05 23:00:00,2024-11-05 23:10:00,10,Minor Delay,Air Traffic Control,1797,23
DE981,Delta Air Lines,IAH,SAN,2024-03-15,Friday,March,2024-03-15 05:30:00,2024-03-15 05:48:00,18,Moderate Delay,Late Arrival,2854,5
JE8315,JetBlue Airways,ORD,DEN,2024-01-29,Monday,January,2024-01-29 07:30:00,2024-01-29 09:40:00,130,Severe Delay,Airport Congestion,2787,7
